month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
8/1/2021,West Virginia,2023,128,5145,5520,348,323,0,2,3,0,660,496,1,7,0,0,0,0,7,8,0,1,0,0,14672
8/1/2021,Wisconsin,28106,877,19353,14271,1070,59,0,0,0,2,117,120,20,174,32,0,0,0,0,7,0,0,0,0,64208
8/1/2021,Wyoming,575,1,2208,2442,160,130,33,2,2,0,116,167,3,23,1,0,0,0,4,3,1,0,0,0,5871
7/1/2021,Alabama,27622,366,19797,12683,1507,930,0,22,16,7,2220,775,9,37,0,0,0,0,24,27,7,0,2,0,66051
7/1/2021,Alaska,263,14,2995,2571,309,189,0,5,1,0,123,79,1,27,28,0,0,0,6,7,2,0,0,0,6620
7/1/2021,Arizona,4049,765,19751,9213,1836,1055,0,9,8,2,969,279,4,139,23,1,0,0,10,8,2,1,1,0,38125
7/1/2021,Arkansas,3563,524,7143,4681,472,343,5,12,11,2,954,667,0,0,0,0,0,0,20,55,2,0,0,0,18454
7/1/2021,California,16911,11338,41996,26036,5945,0,0,0,2,0,421,280,9,1766,883,106,0,0,7335,3057,549,33,34,0,116701
7/1/2021,Colorado,9905,5,19230,12186,1582,1508,0,0,0,0,0,0,0,309,51,2,0,0,0,0,0,0,0,0,44778
7/1/2021,Connecticut,8542,499,5337,1421,784,0,1,0,0,0,0,0,0,0,0,0,0,0,143,25,21,0,0,0,16773
7/1/2021,Delaware,896,0,2322,1458,182,115,0,0,0,0,7,9,0,49,0,1,0,0,62,34,6,0,0,0,5141
7/1/2021,District of Columbia,722,0,308,4,0,2,1,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,1059
7/1/2021,Florida,25724,0,62995,22918,5349,2916,7,11,3,1,3032,770,12,1057,118,7,0,0,414,191,95,35,31,2,125688
7/1/2021,Georgia,26260,0,18840,8330,918,611,0,10,13,0,1528,594,11,38,0,0,0,0,18,11,0,1,2,0,57185
7/1/2021,Guam,0,0,266,103,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
7/1/2021,Hawaii,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1135
7/1/2021,Idaho,7453,3,5639,4885,536,300,0,3,1,0,327,234,1,46,7,0,0,0,12,11,2,0,1,0,19461
7/1/2021,Illinois,357709,243182,38557,15385,1605,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656778
7/1/2021,Indiana,1371,68902,21274,11190,1668,841,118,6,4,4,601,240,14,30,3,1,0,0,39,36,11,4,2,0,106359
7/1/2021,Iowa,4905,8942,4092,2092,87,65,3,2,1,0,10,12,0,41,17,1,0,0,3,2,0,0,0,0,20275
7/1/2021,Kansas,3230,15,6111,4473,591,351,0,7,2,1,540,213,7,60,17,1,0,0,5,6,0,0,0,0,15630
7/1/2021,Kentucky,793,310332,11047,7299,558,514,0,15,10,3,1601,710,2,5,5,0,0,0,26,21,4,1,0,0,332946
7/1/2021,Louisiana,4069,547,15119,6962,1038,750,0,6,8,4,853,405,15,0,0,0,0,0,23,11,1,0,0,0,29811
7/1/2021,Maine,639,0,3851,3795,326,206,0,1,1,1,69,54,0,17,3,2,0,0,13,9,0,0,1,0,8988
7/1/2021,Mariana Islands,0,0,10,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
